"primary_key","name_Packagers","url_Packagers"
"DB00440","Heartland Repack Services LLC",NA
"DB00440","Hi Tech Pharmacal Co. Inc.","http://www.hitechpharm.com"
"DB00440","Innovative Manufacturing and Distribution Services Inc.",NA
"DB00440","Innoviant Pharmacy Inc.","http://www.innoviantpharmacy.com"
"DB00440","Kaiser Foundation Hospital",NA
"DB00440","Keltman Pharmaceuticals Inc.","http://www.keltman.com"
"DB00440","King Pharmaceuticals Inc.","http://www.kingpharm.com"
"DB00440","Laboratoires Docteur Pierre Ricaud","http://www.ricaud.com"
"DB00440","Lake Erie Medical and Surgical Supply",NA
"DB00440","Lark Pharmaceuticals Inc.","http://www.larklab.com"
"DB00440","Liberty Pharmaceuticals",NA
"DB00440","Long Island Pharmacal",NA
"DB00440","Lyne Laboratories Inc.","http://www.lyne.com"
"DB00440","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00440","Mckesson Corp.","http://www.mckesson.com"
"DB00440","Medisca Inc.","http://www.medisca.com"
"DB00440","Medvantx Inc.","http://www.medvantx.com"
"DB00440","Midland Healthcare LLC",NA
"DB00440","Midland Pharmaceutical LLC",NA
"DB00440","Monarch Pharmacy","http://www.monarch-pharmacy.co.uk"
"DB00440","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00440","Mutual Pharmaceutical Co.",NA
"DB00440","Novopharm Ltd.",NA
"DB00440","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00440","Pacific Pharma Lp",NA
"DB00440","Palmetto Pharmaceuticals Inc.","http://www.palmettopharm.com"
"DB00440","Patient First Corp.","http://www.patientfirst.com"
"DB00440","PCA LLC",NA
"DB00440","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00440","Pfizer Animal Health","http://www.pfizerah.com"
"DB00440","Pfizer Inc.","http://www.pfizer.com"
"DB00440","Pharmaceutical Association",NA
"DB00440","Pharmaceutical Utilization Management Program VA Inc.",NA
"DB00440","Pharmacia Inc.","http://www.pharmaciaupjohn.com"
"DB00440","Pharmedix","http://www.pharmedixrx.com"
"DB00440","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00440","Pliva Inc.","http://www.pliva.com"
"DB00440","Preferred Pharmaceuticals Inc.","http://www.preferredpharmaceuticals.com"
"DB00440","Prepackage Specialists",NA
"DB00440","Prepak Systems Inc.","http://www.prepaksys.com"
"DB00440","Prescript Pharmaceuticals","http://www.prescript.net"
"DB00440","Qualitest","http://www.worldoftest.com"
"DB00440","Rebel Distributors Corp.","http://www.rebelrx.com"
"DB00440","Redpharm Drug",NA
"DB00440","Remedy Repack","http://www.remedyrepack.com"
"DB00440","Resource Optimization and Innovation LLC",NA
"DB00440","Sandhills Packaging Inc.","http://www.sandhillspackaging.com"
"DB00440","Sandoz","http://www.sandoz.ca"
"DB00440","Sicor Pharmaceuticals",NA
"DB00440","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00440","St Mary's Medical Park Pharmacy",NA
"DB00440","Stat Scripts LLC","http://www.stat-scripts.com"
"DB00440","Talbert Medical Management Corp.",NA
"DB00440","Taro Pharmaceuticals USA","http://www.tarousa.com"
"DB00440","Taylor Pharmaceuticals",NA
"DB00440","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00440","Tya Pharmaceuticals",NA
"DB00440","UDL Laboratories","http://www.udllabs.com"
"DB00440","United Research Laboratories Inc.","http://www.urlpharma.com"
"DB00440","Va Cmop Dallas",NA
"DB00440","Vangard Labs Inc.",NA
"DB00440","Vintage Pharmaceuticals Inc.",NA
"DB00440","Vista Pharmaceuticals Inc.","http://vistapharmaceuticals.com"
"DB00440","Watson Pharmaceuticals","http://www.watson.com"
"DB00440","Women First Healthcare Inc.",NA
"DB00440","Xactdose Inc.",NA
"DB00441","Eli Lilly & Co.","http://www.lilly.com"
"DB00442","Bristol-Myers Squibb Co.","http://www.bms.com"
"DB00442","E.R. Squibb and Sons LLC",NA
"DB00443","Accra Pac Inc.",NA
"DB00443","Actavis Group","http://www.actavis.com"
"DB00443","Advanced Pharmaceutical Services Inc.",NA
"DB00443","American Regent","http://www.americanregent.com"
"DB00443","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00443","C.O. Truxton Inc.",NA
"DB00443","Clint Pharmaceutical Inc.","http://www.clintpharmaceuticals.com"
"DB00443","Contract Pharm","http://www.contractpharma.com"
"DB00443","Crown Laboratories Inc.","http://www.crownlaboratories.com"
"DB00443","Darby Dental Supply Co. Inc.","http://www.darbydental.com"
"DB00443","Dispensing Solutions","http://www.drxdispensing.com"
"DB00443","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00443","DPT Laboratories Ltd.","http://www.dptlabs.com"
"DB00443","E. Fougera and Co.","http://www.fougera.com"
"DB00443","Faithful Friends Homeopathic Inc.",NA
"DB00443","Genesis Pharmaceutical Inc.",NA
"DB00443","Glenmark Generics Ltd.","http://www.glenmark-generics.com"
"DB00443","Hikma Pharmaceuticals","http://www.hikma.com"
"DB00443","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00443","Martin Surgical Supply",NA
"DB00443","Mason Distributors",NA
"DB00443","Medisca Inc.","http://www.medisca.com"
"DB00443","Merit Pharmaceuticals","http://www.meritpharm.com"
"DB00443","Nycomed Inc.","http://www.nycomed.com"
"DB00443","Palmetto Pharmaceuticals Inc.","http://www.palmettopharm.com"
"DB00443","Patheon Inc.","http://www.patheon.com"
"DB00443","Perrigo Co.","http://www.perrigo.com"
"DB00443","Pharmaforce Inc.","http://www.pharmaforceinc.com"
"DB00443","Pharmedix","http://www.pharmedixrx.com"
"DB00443","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00443","Preferred Pharmaceuticals Inc.","http://www.preferredpharmaceuticals.com"
"DB00443","Qualitest","http://www.worldoftest.com"
"DB00443","Quality Care",NA
"DB00443","Rebel Distributors Corp.","http://www.rebelrx.com"
"DB00443","SAL Pharma",NA
"DB00443","Sandoz","http://www.sandoz.ca"
"DB00443","Savage Labs","http://www.savagelabs.com"
"DB00443","Schering Corp.","http://www.schering.de"
"DB00443","Stat Rx Usa","http://statrxusa.exporterus.com"
"DB00443","Stiefel Labs","http://www.stiefel.com"
"DB00443","Taro Pharmaceuticals USA","http://www.tarousa.com"
"DB00443","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00443","Tolmar Inc.","http://www.tolmar.com"
"DB00443","Warrick Pharmaceuticals Corp.",NA
"DB00444","Bristol-Myers Squibb Co.","http://www.bms.com"
"DB00444","Mead Johnson and Co.","http://www.meadjohnson.com"
"DB00445","APP Pharmaceuticals","http://www.apppharma.com"
"DB00445","Bedford Labs","http://www.bedfordlabs.com"
"DB00445","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00445","Cipla Ltd.","http://www.cipla.com"
"DB00445","Ebewe Pharma","http://www.ebewe.at"
"DB00445","Ethex Corp.","http://www.ethex.com"
"DB00445","Fresenius Kabi AB","http://www.fresenius-kabi.com"
"DB00445","Generamedix Inc.","http://www.generamedix.com"
"DB00445","Greenstone LLC","http://www.greenstonellc.com"
"DB00445","Hospira Inc.","http://www.hospira.com"
"DB00445","Intas Pharmaceuticals Ltd.","http://www.intaspharma.com"
"DB00445","Otn Generics Inc.",NA
"DB00445","Pfizer Inc.","http://www.pfizer.com"
"DB00445","Pharmacia Inc.","http://www.pharmaciaupjohn.com"
"DB00445","Sagent Pharmaceuticals","http://www.sagentpharma.com"
"DB00445","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00446","Akorn Inc.","http://www.akorn.com"
"DB00446","APP Pharmaceuticals","http://www.apppharma.com"
"DB00446","Darby Dental Supply Co. Inc.","http://www.darbydental.com"
"DB00446","General Injectables and Vaccines Inc.","http://www.giv.com"
"DB00446","Gruppo Lepetit SPA",NA
"DB00446","Ivax Pharmaceuticals",NA
"DB00446","Medisca Inc.","http://www.medisca.com"
"DB00446","Professional Compounding Centers America LLC","http://www.pccarx.com"
"DB00446","Spectrum Pharmaceuticals","http://www.spectrumpharm.com"
"DB00447","Dispensing Solutions","http://www.drxdispensing.com"
"DB00447","Eli Lilly & Co.","http://www.lilly.com"
"DB00447","Lilly Del Caribe Inc.",NA
"DB00447","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00447","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00448","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00448","Advanced Pharmaceutical Services Inc.",NA
"DB00448","AQ Pharmaceuticals Inc.","http://www.aqpharmaceuticals.com"
"DB00448","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00448","Cardinal Health","http://www.cardinal.com"
"DB00448","Caremark LLC","http://www.caremark.com"
"DB00448","Direct Pharmaceuticals Inc.",NA
"DB00448","Dispensing Solutions","http://www.drxdispensing.com"
"DB00448","H.J. Harkins Co. Inc.","http://hjharkinscompanyinc.com"
"DB00448","Heartland Repack Services LLC",NA
"DB00448","Innoviant Pharmacy Inc.","http://www.innoviantpharmacy.com"
"DB00448","Inventia Healthcare Pvt Ltd.","http://www.inventiahealthcare.com"
"DB00448","Lake Erie Medical and Surgical Supply",NA
"DB00448","Mckesson Corp.","http://www.mckesson.com"
"DB00448","Medisca Inc.","http://www.medisca.com"
"DB00448","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00448","Mylan","http://www.mylan.com"
"DB00448","Novartis AG","http://www.novartis.com"
"DB00448","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00448","Patheon Inc.","http://www.patheon.com"
"DB00448","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00448","Pharmaceutical Utilization Management Program VA Inc.",NA
"DB00448","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00448","Preferred Pharmaceuticals Inc.","http://www.preferredpharmaceuticals.com"
"DB00448","Prepackage Specialists",NA
"DB00448","Promex Medical Inc.",NA
"DB00448","Redpharm Drug",NA
"DB00448","Resource Optimization and Innovation LLC",NA
"DB00448","Sandoz","http://www.sandoz.ca"
"DB00448","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00448","Stat Rx Usa","http://statrxusa.exporterus.com"
"DB00448","Takeda Pharmaceutical Co. Ltd.","http://www.takeda.com"
"DB00448","TAP Pharmaceuticals",NA
"DB00448","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00448","UDL Laboratories","http://www.udllabs.com"
"DB00448","Va Cmop Dallas",NA
"DB00448","Vangard Labs Inc.",NA
"DB00449","Allergan Inc.","http://www.allergan.com"
"DB00449","Dispensing Solutions","http://www.drxdispensing.com"
"DB00449","Pacific Pharma Lp",NA
"DB00449","Pharmedix","http://www.pharmedixrx.com"
"DB00449","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00449","Taylor Pharmaceuticals",NA
"DB00450","Akorn Inc.","http://www.akorn.com"
"DB00450","American Regent","http://www.americanregent.com"
"DB00450","Cardinal Health","http://www.cardinal.com"
"DB00450","Hospira Inc.","http://www.hospira.com"
"DB00450","Luitpold Pharmaceuticals Inc.","http://www.luitpold.com"
"DB00450","Neuman Distributors Inc.",NA
"DB00450","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00450","Taylor Pharmaceuticals",NA
"DB00451","Abbott Laboratories Ltd.","http://www.abbott.com"
"DB00451","Advanced Pharmaceutical Services Inc.",NA
"DB00451","Akrimax Pharmaceuticals","http://www.akrimax.com"
"DB00451","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00451","Apotheca Inc.",NA
"DB00451","APP Pharmaceuticals","http://www.apppharma.com"
"DB00451","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00451","Atlantic Biologicals Corporation","http://www.atlanticbiologicals.com"
"DB00451","BASF Corp.","https://www.basf.com"
"DB00451","Bedford Labs","http://www.bedfordlabs.com"
"DB00451","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00451","Bryant Ranch Prepack","http://bryantranchprepack.com"
"DB00451","Cardinal Health","http://www.cardinal.com"
"DB00451","Caremark LLC","http://www.caremark.com"
"DB00451","Comprehensive Consultant Services Inc.",NA
"DB00451","Corepharma LLC","http://www.corepharma.com"
"DB00451","Direct Dispensing Inc.",NA
"DB00451","Direct Pharmaceuticals Inc.",NA
"DB00451","Dispensing Solutions","http://www.drxdispensing.com"
"DB00451","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00451","Forest Pharmaceuticals","http://www.forestpharm.com"
"DB00451","Genpharm LP",NA
"DB00451","Giant Food Inc.","http://www.giantfood.com"
"DB00451","H.E. Butt Grocery Co.","http://www.heb.com"
"DB00451","H.J. Harkins Co. Inc.","http://hjharkinscompanyinc.com"
"DB00451","Heartland Repack Services LLC",NA
"DB00451","Innovative Manufacturing and Distribution Services Inc.",NA
"DB00451","Jerome Stevens Pharmaceuticals Inc.",NA
"DB00451","JMI Daniels Pharmaceuticals Inc.",NA
"DB00451","Kaiser Foundation Hospital",NA
"DB00451","King Pharmaceuticals Inc.","http://www.kingpharm.com"
"DB00451","Lake Erie Medical and Surgical Supply",NA
"DB00451","Lannett Co. Inc.","http://www.lannett.com"
"DB00451","Liberty Pharmaceuticals",NA
"DB00451","Lloyd Pharmaceuticals","http://www.lloydinc.com"
"DB00451","Macnary Ltd.",NA
"DB00451","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00451","Mckesson Corp.","http://www.mckesson.com"
"DB00451","Medisca Inc.","http://www.medisca.com"
"DB00451","Merck KGaA","http://www.merck.de"
"DB00451","Monarch Pharmacy","http://www.monarch-pharmacy.co.uk"
"DB00451","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00451","Mylan","http://www.mylan.com"
"DB00451","Neuman Distributors Inc.",NA
"DB00451","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00451","Palmetto Pharmaceuticals Inc.","http://www.palmettopharm.com"
"DB00451","Patheon Inc.","http://www.patheon.com"
"DB00451","PCA LLC",NA
"DB00451","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00451","Pharmaceutical Utilization Management Program VA Inc.",NA
"DB00451","Pharmacy Service Center",NA
"DB00451","Pharmedix","http://www.pharmedixrx.com"
"DB00451","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00451","Preferred Pharmaceuticals Inc.","http://www.preferredpharmaceuticals.com"
"DB00451","Prepackage Specialists",NA
"DB00451","Prepak Systems Inc.","http://www.prepaksys.com"
"DB00451","Prescript Pharmaceuticals","http://www.prescript.net"
"DB00451","Qualitest","http://www.worldoftest.com"
"DB00451","Rebel Distributors Corp.","http://www.rebelrx.com"
"DB00451","Remedy Repack","http://www.remedyrepack.com"
"DB00451","Resource Optimization and Innovation LLC",NA
"DB00451","Rite Aid Corp.","http://www.riteaid.com"
"DB00451","Sandhills Packaging Inc.","http://www.sandhillspackaging.com"
"DB00451","Sandoz","http://www.sandoz.ca"
"DB00451","Simildiet SL","http://www.simildiet.com"
"DB00451","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00451","Stat Scripts LLC","http://www.stat-scripts.com"
"DB00451","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00451","UDL Laboratories","http://www.udllabs.com"
"DB00451","Va Cmop Dallas",NA
"DB00451","Watson Pharmaceuticals","http://www.watson.com"
"DB00452","Amend",NA
"DB00452","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00454","AstraZeneca Inc.","http://www.astrazeneca.ca"
"DB00454","Barr Pharmaceuticals",NA
"DB00454","Baxter International Inc.","http://www.baxter.com"
"DB00454","Bayer Healthcare","http://www.bayerhealthcare.com"
"DB00454","Caraco Pharmaceutical Labs","http://www.caraco.com"
"DB00454","D.M. Graham Laboratories Inc.",NA
"DB00454","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00454","Hawkins Inc.","http://www.hawkinsinc.com"
"DB00454","Hospira Inc.","http://www.hospira.com"
"DB00454","Lake Erie Medical and Surgical Supply",NA
"DB00454","Mallinckrodt Inc.","http://www.mallinckrodt.com"
"DB00454","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00454","Pharmedium","http://www.pharmedium.com"
"DB00454","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00454","Qualitest","http://www.worldoftest.com"
"DB00454","Roxane Labs","http://www.roxane.com"
"DB00454","Sanofi-Aventis Inc.","http://www.sanofi-aventis.com"
"DB00454","Vintage Pharmaceuticals Inc.",NA
"DB00455","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00455","AstraZeneca Inc.","http://www.astrazeneca.ca"
"DB00455","Cardinal Health","http://www.cardinal.com"
"DB00455","Catalent Pharma Solutions","http://www.catalent.com"
"DB00455","Chain Drug","http://www.chaindrug.com"
"DB00455","Concern Stirol","http://www.stirol.net"
"DB00455","CVS Pharmacy","http://www.cvs.com"
"DB00455","Direct Dispensing Inc.",NA
"DB00455","Dispensing Solutions","http://www.drxdispensing.com"
"DB00455","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00455","H.J. Harkins Co. Inc.","http://hjharkinscompanyinc.com"
"DB00455","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00455","Merck & Co.","http://www.merck.com"
"DB00455","Neuman Distributors Inc.",NA
"DB00455","Novartis AG","http://www.novartis.com"
"DB00455","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00455","Patient First Corp.","http://www.patientfirst.com"
"DB00455","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00455","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00455","Prepak Systems Inc.","http://www.prepaksys.com"
"DB00455","Prescript Pharmaceuticals","http://www.prescript.net"
"DB00455","Professional Co.",NA
"DB00455","S&P Healthcare",NA
"DB00455","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00455","Walgreen Co.","http://www.walgreens.com"
"DB00455","West-Ward Pharmaceuticals","http://www.west-ward.com"
"DB00455","Wockhardt Ltd.","http://www.wockhardtin.com"
"DB00455","Wyeth Pharmaceuticals","http://www.wyeth.com"
"DB00457","Advanced Pharmaceutical Services Inc.",NA
"DB00457","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00457","BASF Corp.","https://www.basf.com"
"DB00457","Caremark LLC","http://www.caremark.com"
"DB00457","Central Texas Community Health Centers","http://www.chcsct.com"
"DB00457","Direct Dispensing Inc.",NA
"DB00457","Dispensing Solutions","http://www.drxdispensing.com"
"DB00457","Heartland Repack Services LLC",NA
"DB00457","Ivax Pharmaceuticals",NA
"DB00457","Kramer-Novis","http://www.kramernovis.com"
"DB00457","Liberty Pharmaceuticals",NA
"DB00457","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00457","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00457","Mylan","http://www.mylan.com"
"DB00457","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00457","PCA LLC",NA
"DB00457","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00457","Pfizer Inc.","http://www.pfizer.com"
"DB00457","Pharmaceutical Utilization Management Program VA Inc.",NA
"DB00457","Pharmedix","http://www.pharmedixrx.com"
"DB00457","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00457","Prepackage Specialists",NA
"DB00457","Prepak Systems Inc.","http://www.prepaksys.com"
"DB00457","Remedy Repack","http://www.remedyrepack.com"
"DB00457","Sandhills Packaging Inc.","http://www.sandhillspackaging.com"
"DB00457","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00457","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00457","UDL Laboratories","http://www.udllabs.com"
"DB00458","Actavis Group","http://www.actavis.com"
"DB00458","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00458","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00458","Bryant Ranch Prepack","http://bryantranchprepack.com"
"DB00458","Ciba Geigy Ltd.","http://cibasc.com"
"DB00458","Comprehensive Consultant Services Inc.",NA
"DB00458","Direct Dispensing Inc.",NA
"DB00458","Dispensing Solutions","http://www.drxdispensing.com"
"DB00458","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00458","Duramed","http://www.duramed.ca"
"DB00458","Heartland Repack Services LLC",NA
"DB00458","Kaiser Foundation Hospital",NA
"DB00458","Lake Erie Medical and Surgical Supply",NA
"DB00458","Liberty Pharmaceuticals",NA
"DB00458","Lupin Pharmaceuticals Inc.","http://www.lupinpharmaceuticals.com"
"DB00458","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00458","Mallinckrodt Inc.","http://www.mallinckrodt.com"
"DB00458","Medisca Inc.","http://www.medisca.com"
"DB00458","Medvantx Inc.","http://www.medvantx.com"
"DB00458","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00458","Mutual Pharmaceutical Co.",NA
"DB00458","Novartis AG","http://www.novartis.com"
"DB00458","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00458","Palmetto Pharmaceuticals Inc.","http://www.palmettopharm.com"
"DB00458","Par Pharmaceuticals","http://www.parpharm.com"
"DB00458","Patheon Inc.","http://www.patheon.com"
"DB00458","PCA LLC",NA
"DB00458","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00458","Pharmedix","http://www.pharmedixrx.com"
"DB00458","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00458","Pliva Inc.","http://www.pliva.com"
"DB00458","Prepackage Specialists",NA
"DB00458","Professional Co.",NA
"DB00458","Qualitest","http://www.worldoftest.com"
"DB00458","Remedy Repack","http://www.remedyrepack.com"
"DB00458","Richmond Pharmacy","http://www.richmondpharmacy.ca"
"DB00458","Roxane Labs","http://www.roxane.com"
"DB00458","Sandhills Packaging Inc.","http://www.sandhillspackaging.com"
"DB00458","Sandoz","http://www.sandoz.ca"
"DB00458","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00458","St Mary's Medical Park Pharmacy",NA
"DB00458","Stat Rx Usa","http://statrxusa.exporterus.com"
"DB00458","Sun Pharmaceutical Industries Ltd.","http://www.sunpharma.com"
"DB00458","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00458","United Research Laboratories Inc.","http://www.urlpharma.com"
"DB00459","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00459","Pharmaceutics International Inc.","http://www.pharm-int.com"
"DB00459","Stiefel Labs","http://www.stiefel.com"
"DB00460","Hollister-Stier Laboratories LLC","http://www.hollisterstier.com"
"DB00460","JHP Pharmaceuticals LLC","http://www.jhppharma.com"
"DB00460","Novartis AG","http://www.novartis.com"
"DB00460","QLT Inc.","http://www.qltinc.com"
"DB00461","Altura Pharmaceuticals Inc.","http://www.alturapharma.com"
"DB00461","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00461","Apotheca Inc.",NA
"DB00461","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00461","Blenheim Pharmacal","http://www.bpipack.com"
"DB00461","Bryant Ranch Prepack","http://bryantranchprepack.com"
"DB00461","Cardinal Health","http://www.cardinal.com"
"DB00461","Caremark LLC","http://www.caremark.com"
"DB00461","Corepharma LLC","http://www.corepharma.com"
"DB00461","Direct Dispensing Inc.",NA
"DB00461","Dispensing Solutions","http://www.drxdispensing.com"
"DB00461","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00461","Doctor Reddys Laboratories Ltd.","http://www.drreddys.com"
"DB00461","Eon Labs",NA
"DB00461","Glenmark Generics Ltd.","http://www.glenmark-generics.com"
"DB00461","H.J. Harkins Co. Inc.","http://hjharkinscompanyinc.com"
"DB00461","Heartland Repack Services LLC",NA
"DB00461","Innoviant Pharmacy Inc.","http://www.innoviantpharmacy.com"
"DB00461","InvaGen Pharmaceuticals Inc.","http://www.invagen.com"
"DB00461","Kaiser Foundation Hospital",NA
"DB00461","Keltman Pharmaceuticals Inc.","http://www.keltman.com"
"DB00461","Lake Erie Medical and Surgical Supply",NA
"DB00461","Major Pharmaceuticals","http://www.majorpharmaceuticals.com"
"DB00461","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
"DB00461","Mylan","http://www.mylan.com"
"DB00461","Novopharm Ltd.",NA
"DB00461","Nucare Pharmaceuticals Inc.","http://www.nucarerx.com"
"DB00461","Palmetto Pharmaceuticals Inc.","http://www.palmettopharm.com"
"DB00461","Par Pharmaceuticals","http://www.parpharm.com"
"DB00461","PD-Rx Pharmaceuticals Inc.","http://www.pdrx.com"
"DB00461","Physicians Total Care Inc.","http://www.physicianstotalcare.com"
"DB00461","Preferred Pharmaceuticals Inc.","http://www.preferredpharmaceuticals.com"
"DB00461","Prescription Dispensing Service Inc.",NA
"DB00461","Quality Care",NA
"DB00461","Rebel Distributors Corp.","http://www.rebelrx.com"
"DB00461","Redpharm Drug",NA
"DB00461","Sandoz","http://www.sandoz.ca"
"DB00461","Southwood Pharmaceuticals","http://www.southwoodhealthcare.com"
"DB00461","St Mary's Medical Park Pharmacy",NA
"DB00461","Stat Rx Usa","http://statrxusa.exporterus.com"
"DB00461","Teva Pharmaceutical Industries Ltd.","http://www.tevapharm.com"
"DB00461","UDL Laboratories","http://www.udllabs.com"
"DB00461","Vangard Labs Inc.",NA
"DB00462","A. Aarons Inc.","http://www.aaronindustriesinc.com"
"DB00462","Kenwood Labs",NA
"DB00462","Novartis AG","http://www.novartis.com"
"DB00464","Angiodynamics","http://www.angiodynamics.com"
"DB00464","Bioniche Pharma","http://www.bionichepharmausa.com"
"DB00465","Akorn Inc.","http://www.akorn.com"
"DB00465","Allergan Inc.","http://www.allergan.com"
"DB00465","Amerisource Health Services Corp.","http://www.amerisourcebergen.com"
"DB00465","Apotex Inc.","http://www.apotex.com"
"DB00465","Apotheca Inc.",NA
"DB00465","Apothecary Shop Wholesale",NA
"DB00465","APP Pharmaceuticals","http://www.apppharma.com"
"DB00465","A-S Medication Solutions LLC","http://orders.a-smeds.com"
"DB00465","Baxter International Inc.","http://www.baxter.com"
"DB00465","Bedford Labs","http://www.bedfordlabs.com"
"DB00465","Ben Venue Laboratories Inc.","http://www.benvenue.com"
"DB00465","Bryant Ranch Prepack","http://bryantranchprepack.com"
"DB00465","Cardinal Health","http://www.cardinal.com"
"DB00465","Corepharma LLC","http://www.corepharma.com"
"DB00465","Cura Pharmaceutical Co. Inc.","http://www.curapharma.com"
"DB00465","Direct Dispensing Inc.",NA
"DB00465","Dispensing Solutions","http://www.drxdispensing.com"
"DB00465","Diversified Healthcare Services Inc.","http://www.dhscorp.com"
"DB00465","Ethex Corp.","http://www.ethex.com"
"DB00465","F Hoffmann-La Roche Ltd.","http://www.roche.com"
"DB00465","Falcon Pharmaceuticals Ltd.","http://www.falconpharma.com"
"DB00465","General Injectables and Vaccines Inc.","http://www.giv.com"
"DB00465","H.J. Harkins Co. Inc.","http://hjharkinscompanyinc.com"
"DB00465","Hospira Inc.","http://www.hospira.com"
"DB00465","Innoviant Pharmacy Inc.","http://www.innoviantpharmacy.com"
"DB00465","Kaiser Foundation Hospital",NA
"DB00465","Keltman Pharmaceuticals Inc.","http://www.keltman.com"
"DB00465","Lake Erie Medical and Surgical Supply",NA
"DB00465","Mckesson Corp.","http://www.mckesson.com"
"DB00465","Murfreesboro Pharmaceutical Nursing Supply","http://www.unitdosesupply.com"
